"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","BL1-A","BL1-H","BL1-W","VL1-A","VL1-H","VL1-W","VL2-A","VL2-H","VL2-W","YL2-A","YL2-H","YL2-W","Time"
527415,238974,173,359466,191750,172,174554,90443,168,199,218,0,31,79,0,-13623,0,0,0.00311237
291476,162631,125,83598,46705,120,40784,22380,117,59,110,0,-80,42,0,492,1118,5,0.00518729
258392,153058,116,109860,66107,112,52264,31389,108,122,242,0,52,77,0,527,1017,2,0.0103746
139132,97064,96,72661,51017,92,25923,18673,82,1,176,0,23,69,0,-3977,0,0,0.0103746
243133,158775,107,83800,53991,103,41314,26985,98,159,124,0,10,47,0,-109,246,0,0.0176368
265637,146594,118,111654,62124,113,37154,20320,107,-168,63,0,-66,52,0,-728,126,0,0.0259364
152843,107189,102,80264,56677,94,23856,16272,64,-81,78,0,66,56,0,-6647,0,0,0.0269739
372385,193376,140,135235,69881,138,52178,26803,133,-98,81,0,-65,47,0,-1330,316,0,0.0280114
136585,96853,90,54557,38352,90,20266,13550,63,236,134,0,15,28,0,-8016,0,0,0.0280114
190434,124520,112,69914,46094,98,30560,20245,82,-56,84,0,2,62,0,-1664,99,0,0.0290488
167790,112929,101,69984,47055,96,23263,15364,68,2,125,0,-19,53,0,-103,327,0,0.0311237
261639,165145,122,127554,80591,108,48944,30916,104,-36,105,0,-127,54,0,2,726,0,0.0321612
65763,48577,82,26673,19868,69,11665,7988,50,65,150,0,6,43,0,-7376,0,0,0.0321612
108492,74707,103,33175,23659,86,17645,12883,58,-144,13,0,53,90,0,40,428,0,0.0352736
297142,159577,124,104621,56244,115,44024,23015,111,28,120,0,26,94,0,-1850,485,0,0.0539478
280870,156210,132,111479,61393,117,49080,26790,113,160,98,0,-63,46,0,490,576,0,0.0570602
82534,59653,88,20906,15262,62,15617,10857,54,8,143,0,41,98,0,-866,0,0,0.0591351
156408,97937,103,53187,32268,96,23731,14251,70,85,141,0,-92,61,0,-15,641,0,0.06121
318730,190555,117,143167,86130,117,75778,45369,113,-93,65,0,-31,53,0,290,681,0,0.0653598
95430,68468,90,37056,26598,84,16239,11498,58,100,145,0,-63,52,0,-12,254,0,0.0695097
135425,84240,97,50212,31321,94,27570,16825,81,-26,107,0,-71,34,0,-281,229,0,0.0736595
491476,235675,160,346648,176629,162,102734,52631,154,-177,40,0,-50,96,0,-234,371,0,0.0757344
67838,51026,69,30680,22476,78,11822,8126,50,219,115,0,-42,37,0,-60,233,0,0.0902588
181974,127009,98,68889,47562,95,26315,17751,74,184,143,0,-106,39,0,1389,1008,2,0.0954461
228445,132706,115,92377,54129,105,36951,20407,101,209,177,0,-78,46,0,-4659,0,0,0.0954461
208774,117643,112,78958,43809,104,39935,21365,100,-29,64,0,-84,40,0,-35,451,0,0.100633
204931,133987,110,76662,50866,102,31106,20478,82,102,101,0,88,79,0,-3569,0,0,0.100633
141401,97258,98,53696,37542,90,21764,15496,62,-174,98,0,49,71,0,843,697,0,0.103746
221847,150505,105,124953,85595,105,69213,46541,101,142,170,0,135,107,0,121,394,0,0.106858
290167,161404,137,124487,71238,125,45881,27187,119,149,140,0,-99,62,0,210,367,0,0.11412
175063,102613,113,66651,39206,103,26867,15362,81,-215,130,0,11,69,0,1055,537,0,0.11827
268874,132128,129,93870,47041,121,40013,19602,116,-70,130,0,92,73,0,-713,256,0,0.120345
270645,153921,120,109751,61099,115,39050,21929,111,27,73,0,49,56,0,-540,246,0,0.12242
154216,105450,100,49728,33984,94,26785,18105,75,161,170,0,-27,67,0,-242,196,0,0.129682
215070,125904,104,72411,41519,102,38005,20618,100,-238,102,0,-48,54,0,-5550,0,0,0.13072
438547,207886,173,122352,58290,154,62758,29258,152,-48,131,0,92,58,0,-1422,550,0,0.131757
126529,82764,99,46588,29647,92,22972,14840,68,-216,18,0,72,84,0,-747,245,0,0.133832
98534,72933,87,35845,25741,84,14026,10186,54,-139,89,0,-35,53,0,377,584,0,0.13487
236760,141030,115,67930,39988,107,37636,22051,106,-39,80,0,-49,42,0,-3138,0,0,0.13487
76765,56251,84,32524,23524,80,12150,9087,48,-93,60,0,-38,33,0,-7153,0,0,0.13487
91097,66576,88,35990,26006,83,13246,9781,52,82,102,0,-14,72,0,355,472,0,0.142132
277770,170759,119,120256,74308,110,47833,28587,106,-162,71,0,-58,52,0,-693,85,0,0.145244
507729,266313,167,203619,107801,165,113782,60109,161,104,137,0,30,60,0,159,417,0,0.154581
340064,177743,140,159491,85190,125,52528,27157,120,54,114,0,43,67,0,-3786,0,0,0.155619
206862,116127,122,75316,41729,106,34349,19069,101,-54,80,0,69,66,0,-477,461,0,0.156656
220162,123683,113,79312,43508,108,34880,18312,98,-192,45,0,47,148,0,-213,328,0,0.169106
244273,146244,109,118789,73154,108,42784,26033,103,114,114,0,-138,32,0,-484,292,0,0.173255
160668,100739,103,58891,36418,97,27863,17554,80,-26,67,0,33,113,0,192,574,0,0.176368
228583,140272,114,103055,65623,106,35070,20839,100,-37,154,0,32,79,0,-510,189,0,0.177405
291035,171008,124,120330,70792,118,47121,26665,113,-218,91,0,136,74,0,241,610,0,0.181555
157713,96218,100,53736,32716,97,23755,13508,70,198,202,0,-71,56,0,-9641,0,0,0.181555
452749,214614,149,215005,105117,149,109832,55163,146,-179,124,0,5,58,0,-18231,0,0,0.182593
94989,68920,88,37737,27122,83,16735,11965,57,-131,45,0,-39,42,0,338,695,0,0.184667
393028,208562,140,127856,66761,138,65554,34410,134,116,198,0,175,150,0,-4495,0,0,0.184667
178140,118279,112,77940,52097,97,23572,15678,73,-89,87,0,-11,59,0,-383,637,0,0.186742
87195,64653,82,34001,24711,82,14081,10324,54,-91,97,0,50,74,0,-3122,0,0,0.18778
123171,87189,88,28472,19746,71,20400,13504,65,-192,24,0,64,61,0,79057,80401,45,0.18778
141862,67082,122,542742,185636,125,9286,4864,61,830,360,0,128,97,0,-511,133,0,0.188817
196624,131241,101,52655,34020,97,24339,15604,71,52,113,0,134,87,0,71,813,0,0.198154
232648,153804,107,98001,64942,103,34936,22717,99,-77,110,0,-46,59,0,-831,130,0,0.199192
198797,114983,106,92923,54440,106,39994,22325,102,95,118,0,104,103,0,122442,266014,41,0.200229
263999,155059,121,97311,58331,114,42680,25361,111,-197,34,0,87,93,0,-79,520,0,0.202304
87478,61295,95,32548,23355,83,16224,11565,56,163,121,0,-52,26,0,-195,443,0,0.206454
140048,99489,94,48151,34586,89,20883,14727,65,48,163,0,85,109,0,-530,631,0,0.207492
80919,59453,84,32108,23322,80,11730,8191,50,119,161,0,-26,72,0,165221,117424,96,0.207492
334877,190688,139,141116,81361,131,67899,39667,127,40,97,0,-16,54,0,-819,351,0,0.208529
245295,139998,113,92637,53415,110,36219,19411,106,-36,159,0,-72,77,0,-134,464,0,0.211641
161450,100553,100,50043,30392,95,24595,15339,71,54,134,0,-112,29,0,-360,172,0,0.214754
168297,117977,102,84316,59500,95,29553,20628,77,-23,80,0,26,53,0,277,459,0,0.222016
188469,131087,99,59637,41340,95,37402,25313,94,-72,71,0,95,74,0,-5544,0,0,0.223053
178498,108968,103,73013,43823,99,28842,16704,89,10,92,0,94,105,0,-387,163,0,0.230316
377854,180804,146,122563,60741,128,53002,25851,124,233,162,0,-36,54,0,-454,557,0,0.242765
48292,35368,77,18524,13752,58,7394,5539,41,-138,62,0,47,69,0,251,804,0,0.247952
286245,181849,117,120518,76740,112,57505,35907,110,-49,131,0,-87,113,0,193,525,0,0.252102
315053,162551,129,107440,56022,119,44409,22710,114,-72,89,0,252,126,0,-1849,194,0,0.25314
243925,159083,109,125916,84045,106,51012,33935,103,49,109,0,-57,76,0,-257,129,0,0.256252
100339,71885,89,24428,17638,68,14227,10039,52,-227,35,0,-18,62,0,850,1172,7,0.263514
223092,150949,112,78309,52145,100,45783,30552,97,-4,64,0,-29,63,0,-547,306,0,0.270776
236709,137320,114,81964,46823,110,30074,17548,91,108,92,0,8,81,0,-1335,207,0,0.271814
396672,223396,145,133265,74048,143,53308,30013,139,194,158,0,26,49,0,-450,869,0,0.273889
220644,132806,107,94275,58837,106,34172,20478,92,-99,145,0,96,76,0,-472,172,0,0.278039
144564,94632,97,55567,35557,94,21745,14592,64,25,151,0,-31,38,0,-461,218,0,0.279076
86950,66040,84,32189,23510,81,10414,7950,49,0,71,0,-2,48,0,-12,228,0,0.283226
326282,190229,125,145428,82425,123,62461,36212,118,-39,108,0,37,100,0,-284,338,0,0.287376
117480,80589,93,54150,35990,90,22143,14867,68,-20,89,0,86,69,0,-737,323,0,0.289451
81387,58103,93,24925,18377,65,11747,8908,47,110,135,0,-106,57,0,270,635,0,0.292563
318647,206086,133,154443,101509,127,91315,58665,122,-93,76,0,-101,51,0,101,607,0,0.3019
193999,115488,109,71762,43565,101,31387,18506,98,179,113,0,-28,75,0,-518,377,0,0.30605
82982,60257,84,33704,24554,82,13925,9681,54,161,206,0,-30,67,0,-209,448,0,0.311237
214390,133304,114,81059,50647,101,30056,18373,84,-9,71,0,105,101,0,-2606,0,0,0.313312
275845,157506,113,99699,57023,110,32058,18324,91,61,86,0,-64,28,0,-78,361,0,0.317462
114817,74186,97,45367,28350,91,21159,13343,65,12,139,0,82,78,0,-277,577,0,0.3185
71169,52719,88,33531,24553,79,11909,8606,50,-125,41,0,-107,45,0,100,353,0,0.322649
247801,140378,116,87528,51248,112,44925,24316,109,-197,60,0,-5,58,0,-628,872,0,0.323687
350815,194214,138,121582,69034,128,71565,40921,126,206,107,0,38,72,0,926,912,0,0.326799
299961,178049,114,123655,73956,113,64669,38804,110,80,167,0,-32,38,0,1074,617,0,0.334061
281111,182275,112,109431,71495,108,59676,37831,103,-36,136,0,-158,64,0,-1215,201,0,0.336136
178694,121571,95,63238,43408,94,24498,17240,70,129,124,0,-109,33,0,103,519,0,0.338211
213408,124380,124,87656,51694,109,32218,18161,92,72,95,0,-4,50,0,-289,484,0,0.340286
129240,92994,91,55885,39778,88,17854,12662,58,33,150,0,-130,24,0,-4532,0,0,0.340286
239277,162997,110,121743,84100,106,45666,31120,100,162,148,0,22,88,0,-78,338,0,0.343399
183094,127954,101,85433,59933,97,35961,25352,93,-55,68,0,7,75,0,-512,272,0,0.345473
219401,131007,113,93829,55822,104,33780,19457,90,67,154,0,57,68,0,-4979,0,0,0.345473
191648,135114,96,45335,32029,93,35833,24097,91,31,90,0,-42,59,0,-707,219,0,0.346511
120332,87990,96,45267,32926,87,19368,13842,57,113,155,0,-27,47,0,222,431,0,0.351698
232816,135847,114,85592,50962,105,38219,22001,103,-40,83,0,57,75,0,-577,28,0,0.355848
96695,70703,93,43545,31218,85,16317,11979,56,-17,97,0,-65,75,0,79,430,0,0.357923
