"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","BL1-A","BL1-H","BL1-W","VL1-A","VL1-H","VL1-W","VL2-A","VL2-H","VL2-W","YL2-A","YL2-H","YL2-W","Time"
95124,88794,83,31623,28378,80,84249,75865,83,1019,899,0,4316,3524,35,753,794,0,0.0363616
244093,175189,104,91949,68040,102,302340,237399,107,3300,2404,34,15431,12215,70,234,1403,9,0.0383817
251645,179587,113,71985,51098,99,222931,155368,103,1946,1494,26,11489,8380,60,385,821,0,0.0616127
136007,105778,96,48337,37025,88,111635,82512,92,772,681,0,5088,4197,41,-670,350,0,0.0888839
105254,99392,95,31557,30563,79,84881,80575,82,608,871,0,4016,4073,31,-44,796,0,0.103025
75431,75958,76,15191,15363,46,65061,63779,78,309,375,0,3666,3548,29,350,858,0,0.112115
129603,112763,102,51484,45412,84,103581,87489,89,1099,1312,16,5193,4663,40,-333,713,0,0.115145
264776,208212,125,81089,67655,110,269378,214027,116,3111,2251,37,13729,10855,61,1673,1294,14,0.117165
156301,116469,95,46793,35261,90,127628,94789,94,1637,1334,12,6836,4944,48,-441,401,0,0.134336
104445,99591,97,28893,27361,79,97433,91434,84,2120,2257,22,4959,4779,35,-74,520,0,0.138376
109093,92216,86,33132,27591,83,98183,81097,87,1127,1008,2,4866,4057,38,580,600,0,0.139386
148445,123305,95,47095,38420,88,127111,105111,91,1165,866,0,6669,5584,46,1203,1077,5,0.149487
147751,115067,103,45087,35655,89,117314,91271,92,1171,838,0,6197,4771,43,823,1008,1,0.171708
189123,143820,97,54829,41171,94,150069,109772,97,2408,1433,24,7953,5571,54,777,823,0,0.186858
270188,219459,113,133207,113414,111,268482,217502,116,6159,4951,45,14559,12174,63,-528,583,0,0.191908
130021,115990,92,31487,27213,82,114972,100688,88,1373,905,0,6068,5028,40,409,837,0,0.204029
240866,182361,105,84002,67614,102,223433,165196,108,2215,2071,28,12004,8924,56,-464,331,0,0.204029
200183,164498,97,54446,45245,92,196938,156974,97,2062,1800,22,9724,7691,53,85,544,0,0.216149
218002,190909,105,87459,76699,104,243336,210241,108,7087,6172,49,12695,10984,57,344,961,0,0.21817
108965,102702,85,33890,30814,80,89053,82041,84,669,749,0,4437,4098,37,288,923,0,0.248471
121679,109829,87,41077,36100,84,95997,84723,87,1734,1435,15,5062,4231,41,350,567,0,0.249481
98893,89394,82,29195,24659,82,76107,65259,85,691,836,0,4275,3421,37,-527,210,0,0.251501
141414,118466,93,48992,40731,87,117729,98094,93,732,390,0,6408,5249,44,311,585,0,0.259581
275806,211450,117,118671,96769,107,229605,176037,109,2369,1828,27,11853,9410,56,1118,1783,20,0.279782
113794,111550,83,37088,35708,80,88370,85539,83,727,776,0,4305,4413,32,-637,635,0,0.287863
78383,78965,76,19514,19001,54,67927,65980,79,1541,855,0,3757,3592,32,1040,803,0,0.295943
87143,84574,82,26388,25016,76,74531,71012,81,793,519,0,3808,3311,32,-51,924,0,0.313114
95421,93055,80,27324,25826,77,86044,82181,82,266,600,0,3936,3704,33,-532,362,0,0.318164
88413,88129,77,18041,17179,52,79952,77878,79,806,874,0,3708,3979,31,872,1439,7,0.318164
79007,80832,76,26534,26455,74,72171,70453,79,1185,972,0,3434,3486,30,568,1159,5,0.326244
82930,82559,93,17344,17223,52,71359,70310,78,542,425,0,3857,3842,31,-577,157,0,0.335335
320744,235245,126,100112,74550,120,331465,252115,127,3555,2450,36,16937,12695,66,932,787,0,0.357556
257078,189287,110,81751,58941,108,184458,132574,111,2301,1665,20,9183,6680,54,1466,1254,7,0.364626
152659,114446,97,41271,30865,91,130055,97233,95,977,1044,6,7159,5129,52,503,692,0,0.369676
149583,125180,97,34731,28658,85,122571,101479,91,1562,1446,18,6430,5152,45,285,763,0,0.375737
214787,161833,108,53846,38928,96,145013,107547,101,1650,1067,6,8102,5923,51,1449,1077,5,0.377757
85841,86847,80,23436,23417,63,69024,68047,79,1073,666,0,3892,3501,32,266,695,0,0.394927
251365,169176,108,112430,87060,107,301781,221290,112,2727,2451,30,16159,11932,66,1006,1564,14,0.395937
230400,194941,100,92238,80284,98,287450,243481,103,3940,2916,41,14462,12388,62,1436,766,0,0.404018
164695,128462,101,52683,41305,89,134120,103067,93,1418,765,0,6938,5265,48,56,607,0,0.404018
130809,116062,102,39984,34962,85,118002,106615,88,1193,980,0,5566,5259,40,174,565,0,0.409068
109073,96746,89,38649,33880,83,92285,81139,86,443,518,0,4746,4011,37,-147,809,0,0.422199
276762,196182,113,119332,89832,106,282553,205287,110,2752,2278,26,14749,10863,66,1066,795,0,0.432299
165556,125568,95,47077,34963,91,134293,96871,95,680,681,0,7116,5248,47,-13,641,0,0.434319
263103,175634,127,67973,46724,111,200274,134293,116,2612,1828,23,10848,7090,62,-80,1060,3,0.45755
75030,74094,89,31558,31429,75,61215,59772,78,482,494,0,2880,2815,27,-1101,180,0,0.4626
220482,158787,100,68848,50151,97,182243,128380,101,1781,1563,24,9597,6741,56,-778,571,0,0.46361
295013,207307,120,96674,66352,117,239263,163414,122,1787,1814,29,12324,8495,58,201,781,0,0.468661
148970,120055,90,46487,37351,88,122662,94386,91,1250,772,0,6322,5028,47,-83,736,0,0.473711
175933,140645,93,56770,45156,91,149013,114078,95,3583,3265,32,8331,6109,53,-27,836,0,0.481791
199646,151805,96,49437,37547,93,156133,116939,100,967,975,0,8202,6045,51,291,625,0,0.483811
127029,111877,86,26994,22642,71,101562,87238,88,1399,918,0,5545,4468,44,-596,473,0,0.483811
120582,101496,93,43032,36146,84,90806,74806,87,753,800,0,4752,3791,41,445,891,0,0.486841
161314,141118,107,65263,57644,89,136094,120515,93,3233,2853,31,7061,6207,44,-221,542,0,0.489872
87526,85696,78,26922,25285,75,82269,76943,81,781,467,0,4684,4277,35,-524,341,0,0.494922
244477,174806,106,91292,68992,102,190722,136052,106,2215,1990,32,9498,6376,53,494,798,0,0.499972
